
0222,male,23to30,53,728,656,5193,1443112919430
0222,male,23to30,2,513,518,2030,1443112925388
0222,male,23to30,37,487,403,1366,1443112928123
0222,male,23to30,7,824,552,1911,1443112931083
0222,male,23to30,77,430,504,2436,1443112934360
0222,male,23to30,22,335,573,1215,1443112936576
0222,male,23to30,69,364,557,1305,1443112938734
0222,male,23to30,17,791,574,1799,1443112941262
0222,male,23to30,61,188,290,1993,1443112944013
0222,male,23to30,12,657,163,1767,1443112946556
0222,male,23to30,45,616,218,1784,1443112949115
0222,male,23to30,27,463,516,1285,1443112951083
