
0027,female,41to50,74,431,415,1786,1436293172136
0027,female,41to50,13,713,411,1004,1436293175942
0027,female,41to50,66,320,307,1071,1436293179716
0027,female,41to50,18,461,393,854,1436293181716
0027,female,41to50,58,663,395,983,1436293183747
0027,female,41to50,3,519,316,885,1436293185603
0027,female,41to50,42,539,420,1172,1436293187858
0027,female,41to50,23,508,391,903,1436293189841
0027,female,41to50,50,520,301,1143,1436293192160
0027,female,41to50,8,713,428,853,1436293194240
0027,female,41to50,34,511,445,725,1436293196111
0027,female,41to50,28,521,405,837,1436293197935
