
0020,female,31to40,51,470,465,1771,1436291246351
0020,female,31to40,16,665,434,1306,1436291253237
0020,female,31to40,43,244,427,1271,1436291256197
0020,female,31to40,11,284,600,1077,1436291258867
0020,female,31to40,59,461,267,1143,1436291261250
0020,female,31to40,1,242,410,1093,1436291263570
0020,female,31to40,35,643,292,1175,1436291266017
0020,female,31to40,26,241,424,1181,1436291268400
0020,female,31to40,67,522,73,1208,1436291270784
0020,female,31to40,6,270,397,1047,1436291272975
0020,female,31to40,75,489,325,2757,1436291277006
0020,female,31to40,21,255,445,1084,1436291279717
