
0198,male,18to22,69,483,381,1292,1443109175304
0198,male,18to22,27,836,401,1259,1443109179243
0198,male,18to22,61,399,236,1203,1443109181882
0198,male,18to22,7,679,400,1367,1443109184842
0198,male,18to22,45,319,298,1971,1443109188376
0198,male,18to22,22,503,330,1543,1443109191832
0198,male,18to22,53,762,508,2284,1443109195404
0198,male,18to22,12,535,448,1623,1443109198179
0198,male,18to22,77,789,537,2849,1443109202176
0198,male,18to22,17,523,180,2295,1443109205902
0198,male,18to22,37,489,266,1988,1443109209044
0198,male,18to22,2,490,368,1972,1443109212212
