
0032,male,51plus,71,83,207,4505,1436294139254
0032,male,51plus,28,111,135,3290,1436294146188
0032,male,51plus,47,342,367,2030,1436294149922
0032,male,51plus,18,915,454,1396,1436294153447
0032,male,51plus,31,845,437,3429,1436294158052
0032,male,51plus,8,503,341,2090,1436294162999
0032,male,51plus,63,282,127,1574,1436294165782
0032,male,51plus,23,701,683,3119,1436294169918
0032,male,51plus,55,470,581,1592,1436294172613
0032,male,51plus,13,144,390,1716,1436294175252
0032,male,51plus,39,406,561,1863,1436294178243
0032,male,51plus,3,908,693,1687,1436294180994
