
0210,male,18to22,73,280,367,8822,1443111238146
0210,male,18to22,23,529,423,1626,1443111245544
0210,male,18to22,41,382,368,1623,1443111248407
0210,male,18to22,13,738,391,1398,1443111251079
0210,male,18to22,57,269,583,1527,1443111253653
0210,male,18to22,8,352,367,1202,1443111256052
0210,male,18to22,33,474,343,1287,1443111258403
0210,male,18to22,3,519,339,1478,1443111260931
0210,male,18to22,49,467,514,1287,1443111263234
0210,male,18to22,28,539,425,1061,1443111265377
0210,male,18to22,65,456,372,1416,1443111267857
0210,male,18to22,18,480,393,5486,1443111274487
