
0237,male,18to22,60,130,100,1690,1443115103772
0237,male,18to22,8,742,437,1154,1443115108494
0237,male,18to22,52,660,285,1350,1443115111213
0237,male,18to22,3,509,332,1222,1443115114236
0237,male,18to22,68,755,450,1512,1443115117243
0237,male,18to22,13,510,71,1134,1443115120508
0237,male,18to22,36,367,270,1240,1443115122828
0237,male,18to22,28,682,458,1027,1443115125198
0237,male,18to22,44,571,416,1575,1443115127977
0237,male,18to22,18,918,408,1046,1443115130345
0237,male,18to22,76,543,359,2523,1443115133919
0237,male,18to22,23,529,413,1453,1443115136742
