
0191,male,18to22,46,359,392,2760,1443034904575
0191,male,18to22,25,738,387,1134,1443034908050
0191,male,18to22,38,370,467,1272,1443034910369
0191,male,18to22,5,663,357,999,1443034912368
0191,male,18to22,70,381,529,1080,1443034914303
0191,male,18to22,15,677,425,1029,1443034916207
0191,male,18to22,62,504,387,952,1443034918046
0191,male,18to22,20,662,421,927,1443034922520
0191,male,18to22,78,727,523,1860,1443034925144
0191,male,18to22,10,674,644,889,1443034926903
0191,male,18to22,54,546,445,1000,1443034928662
0191,male,18to22,30,712,367,919,1443034930438
