
0183,male,23to30,62,735,275,1136,1443027514749
0183,male,23to30,17,883,678,920,1443027517213
0183,male,23to30,54,495,419,1080,1443027519052
0183,male,23to30,7,703,387,1031,1443027521099
0183,male,23to30,78,463,96,1813,1443027523802
0183,male,23to30,2,699,614,976,1443027525755
0183,male,23to30,38,811,187,1127,1443027527721
0183,male,23to30,27,655,477,966,1443027529512
0183,male,23to30,46,715,469,1271,1443027531591
0183,male,23to30,22,543,363,999,1443027533415
0183,male,23to30,70,678,518,1032,1443027535335
0183,male,23to30,12,695,129,1031,1443027537270
