
0049,male,41to50,72,487,396,4815,1436298646526
0049,male,41to50,20,504,354,1822,1436298651319
0049,male,41to50,64,380,119,1722,1436298656301
0049,male,41to50,15,635,427,1539,1436298659452
0049,male,41to50,48,491,467,2166,1436298663485
0049,male,41to50,30,507,201,1388,1436298667628
0049,male,41to50,56,532,220,1478,1436298670443
0049,male,41to50,25,503,178,1411,1436298673290
0049,male,41to50,40,275,193,1735,1436298676506
0049,male,41to50,10,513,92,1300,1436298679801
0049,male,41to50,32,499,299,1826,1436298683047
0049,male,41to50,5,667,171,1378,1436298685798
