
0169,male,23to30,40,625,487,1598,1443025171863
0169,male,23to30,3,727,435,1246,1443025176107
0169,male,23to30,48,249,229,1783,1443025179818
0169,male,23to30,8,523,338,1527,1443025183113
0169,male,23to30,64,436,306,1400,1443025185976
0169,male,23to30,28,889,374,1199,1443025189371
0169,male,23to30,32,499,205,1446,1443025192121
0169,male,23to30,18,481,403,1252,1443025194714
0169,male,23to30,72,324,342,2425,1443025198429
0169,male,23to30,13,704,410,1344,1443025201012
0169,male,23to30,56,670,293,1560,1443025203908
0169,male,23to30,23,660,433,1894,1443025206962
