
0024,male,18to22,39,490,365,11315,1436292095450
0024,male,18to22,5,660,362,4371,1436292107361
0024,male,18to22,63,405,576,4026,1436292115530
0024,male,18to22,25,476,353,3640,1436292123929
0024,male,18to22,31,373,279,4519,1436292132260
0024,male,18to22,20,510,349,2134,1436292138837
0024,male,18to22,71,502,319,3497,1436292145283
0024,male,18to22,30,272,380,4440,1436292154662
0024,male,18to22,47,322,426,2370,1436292160019
0024,male,18to22,10,661,372,3566,1436292167654
0024,male,18to22,55,439,275,2893,1436292174902
0024,male,18to22,15,861,686,2516,1436292180898
