
0224,male,18to22,71,481,394,1316,1443113216900
0224,male,18to22,27,568,273,1304,1443113219268
0224,male,18to22,31,554,232,2020,1443113222306
0224,male,18to22,22,481,397,2039,1443113225665
0224,male,18to22,39,507,251,1608,1443113228832
0224,male,18to22,17,631,365,2052,1443113232045
0224,male,18to22,47,437,263,2568,1443113235972
0224,male,18to22,7,527,289,1958,1443113239514
0224,male,18to22,55,642,377,2008,1443113242922
0224,male,18to22,12,626,191,1447,1443113245609
0224,male,18to22,63,704,506,2366,1443113248894
0224,male,18to22,2,523,281,1960,1443113251557
