
0118,male,51plus,37,714,639,1982,1436470662178
0118,male,51plus,24,916,627,1159,1436470670829
0118,male,51plus,53,760,532,1127,1436470674335
0118,male,51plus,29,889,627,1095,1436470677070
0118,male,51plus,45,634,600,1320,1436470679949
0118,male,51plus,14,694,652,1046,1436470682909
0118,male,51plus,61,736,532,1800,1436470686235
0118,male,51plus,19,898,586,1031,1436470689002
0118,male,51plus,69,432,542,1096,1436470691306
0118,male,51plus,9,662,654,888,1436470693385
0118,male,51plus,77,608,542,1444,1436470696360
0118,male,51plus,4,689,657,856,1436470698599
