
0197,male,18to22,76,282,520,3754,1443109003215
0197,male,18to22,21,275,177,1488,1443109007009
0197,male,18to22,44,705,265,1319,1443109010781
0197,male,18to22,11,517,314,1155,1443109013900
0197,male,18to22,36,372,369,1935,1443109017499
0197,male,18to22,1,467,150,1191,1443109020009
0197,male,18to22,52,751,486,1177,1443109022681
0197,male,18to22,16,676,420,1084,1443109025208
0197,male,18to22,60,548,485,1234,1443109027704
0197,male,18to22,6,630,468,1302,1443109030247
0197,male,18to22,68,662,236,1351,1443109033142
0197,male,18to22,26,693,353,1380,1443109035749
