
0215,male,31to40,78,523,297,6706,1443112063744
0215,male,31to40,5,117,621,2027,1443112069824
0215,male,31to40,54,928,144,1463,1443112072775
0215,male,31to40,25,472,143,1492,1443112075814
0215,male,31to40,46,803,133,1783,1443112078901
0215,male,31to40,20,655,430,1583,1443112082052
0215,male,31to40,70,591,250,1587,1443112085283
0215,male,31to40,15,264,656,1879,1443112088722
0215,male,31to40,62,350,362,2699,1443112091956
0215,male,31to40,10,854,361,1428,1443112094619
0215,male,31to40,38,457,202,1719,1443112097514
0215,male,31to40,30,893,93,1304,1443112100506
