
0231,female,18to22,54,853,497,1661,1443114276671
0231,female,18to22,21,261,402,934,1443114278926
0231,female,18to22,38,653,538,1142,1443114280973
0231,female,18to22,16,707,391,934,1443114282717
0231,female,18to22,78,60,494,1328,1443114284797
0231,female,18to22,1,433,425,963,1443114286572
0231,female,18to22,62,696,494,1398,1443114288827
0231,female,18to22,11,529,358,1191,1443114290970
0231,female,18to22,70,353,318,1333,1443114293242
0231,female,18to22,6,325,176,1207,1443114295465
0231,female,18to22,46,577,439,1332,1443114297753
0231,female,18to22,26,684,346,1240,1443114299928
