
0097,male,41to50,72,709,431,2900,1436462079915
0097,male,41to50,3,709,264,5240,1436462087825
0097,male,41to50,64,708,230,1415,1436462091062
0097,male,41to50,28,710,261,1608,1436462093926
0097,male,41to50,40,784,438,2639,1436462098157
0097,male,41to50,18,863,309,6853,1436462106610
0097,male,41to50,56,484,243,3224,1436462111305
0097,male,41to50,23,788,234,4812,1436462117589
0097,male,41to50,32,525,428,4181,1436462123033
0097,male,41to50,8,845,227,2940,1436462127348
0097,male,41to50,48,493,452,2413,1436462131232
0097,male,41to50,13,781,216,4819,1436462137715
