
0122,female,18to22,41,587,484,700,1436472277468
0122,female,18to22,18,892,412,638,1436472280901
0122,female,18to22,57,616,318,807,1436472283108
0122,female,18to22,3,686,420,647,1436472285332
0122,female,18to22,49,456,659,935,1436472287587
0122,female,18to22,23,644,445,791,1436472290066
0122,female,18to22,73,903,542,850,1436472292258
0122,female,18to22,13,659,448,865,1436472294289
0122,female,18to22,33,726,659,856,1436472296560
0122,female,18to22,28,659,490,583,1436472298415
0122,female,18to22,65,783,441,728,1436472300303
0122,female,18to22,8,718,471,582,1436472302014
