
0148,male,18to22,59,634,345,1982,1443022323525
0148,male,18to22,7,456,363,1029,1443022326578
0148,male,18to22,43,587,466,1096,1443022328595
0148,male,18to22,27,509,355,888,1443022330435
0148,male,18to22,67,522,226,1192,1443022332402
0148,male,18to22,17,687,434,920,1443022334258
0148,male,18to22,51,723,530,1352,1443022336608
0148,male,18to22,2,678,436,1095,1443022338592
0148,male,18to22,75,650,560,1331,1443022340943
0148,male,18to22,12,501,445,1233,1443022343166
0148,male,18to22,35,645,481,1161,1443022345630
0148,male,18to22,22,488,356,942,1443022354371
